Sigle,Domaine,Définition,Info supplémentaire
GV EPR,Matériels,"GV EPR - caractéristiques - Le Générateur de vapeur en quelques chiffres...
- 1 GV = 530 tonnes à vide
- 24 mètres de hauteur (soit 2 mètres de plus que les GV de la génération précédente)
- 78.5 tonnes d’eau en circulation en continu dans les tuyaux...le composant",
GV circulation naturelle,Matériels,GV. à circulation naturelle : La circulation est assurée par la différence de masse volumique entre l'eau et l'émulsion eau-vapeur. Le principe de base utilisé est celui des vases communicants : effet thermosiphon.,
GV circulation assistée,Matériels,GV. à circulation assistée :  La circulation naturelle est améliorée par la présence d'une pompe (pompes de circulation assistées des chaudières classiques). L'assistance permet d'assurer la circulation à basse charge.,
GV circulation forcée,Matériels,GV. à circulation forcée : Toute l'eau qui est amenée par les pompes de circulation est transformée en vapeur. Il n'y a pas de recirculation. On ne dispose pas de réserve d'eau.,
GV circulation remarques,Matériels,"GV circulation remarques : En circulation naturelle ou assistée on a de la vapeur saturée mais un titre inférieur à 1 (non sèche).
En circulation forcée on a de la vapeur saturée sèche voire surchauffée.
Les GV. équipant les réacteurs à eau pressurisée sont à circulation naturelle.
On a une colonne froide en eau et une colonne chaude contenant une émulsion de vapeur.
En schématisant il vient : h : hauteur des colonnes; S : section des colonnes; r1 : masse volumique de l'eau; r2 : masse volumique de l'émulsion.
r1 > r2 Þ F = m1g - m2 g avec m1 = hSr1 et m2 = hSr2
Þ F = hSg (r1 - r2) Cette force est suffisante pour vaincre les pertes de charges.
Pour la colonne froide r = 840 kg / m3
Pour la colonne chaude r eau = 770 kg / m3
r vapeur = 40 kg / m3
Le poids de la colonne de l'émulsion dépendra donc de la part d'eau et de la part de vapeur qu'elle contient.",
GV Evolution des températures,Fonctionnement,"Evolution des températures GV : Il y a dissymétrie de l'échange le long d'un tube du faisceau. L'écart de température entre le primaire et secondaire est plus important coté chaud. L'eau primaire se refroidit donc plus à la montée qu'à la descente (meilleur échange).
La température de saturation est atteinte à 13% (à 100% Pn) de la hauteur du faisceau - on travaille en vaporisation sur la quasi-totalité de la hauteur du faisceau. 
A faible charge, on échange moins de chaleur, donc l'eau se vaporise plus tard dans le faisceau.",
GV divers,Matériels,"Générateur de Vapeur :  
Pression nominale de 72,5 bar à 100% Pn ; 
84,6 bar en attente à chaud. 
Pression max de 97 bar. 
Volume d'eau de 75,7 tonnes à 100 % Pn. 
Delta Pmax sur la plaque tubulaire de 125 bar. 
Volume libre au‐dessus de MAX3 de 34,8 m3. 
Point de consigne des soupapes GV à 101 +‐3 bar. 
5599 tubes pour une surface d'échange de 7308 m2.",
GV Lessivage,Fonctionnement,GV Lessivage : (remède curatif) - Le lessivage consiste à injecter dans les GV (Générateur de Vapeur) une solution chimique qui décompose les dépôts d'oxydes. Ce sont des opérations lourdes en organisation et en budget. D'où la recherche d'une solution préventive permettant d'éviter que le fer ne se dépose et encrasse les GV.,
GV Liaison autres circuits 1/3,Fonctionnement,"GV Liaison autres circuits 1/2 : 

ASG : Alimentation de secours des GV en cas de défaillance de ARE, ou lorsque le poste n’est pas disponible (démarrage).
Le circuit ASG a deux rôles :
• Sauvegarder en cas de défaillance totale de ARE, il est suffisant pour permettre l’évacuation de la puissance résiduelle du coeur tout en maintenant dans les GV une masse d’eau compatible avec leur capacité d’échange thermique. Une bâche de 700m3 permet d’alimenter les GV.
• Remplacement du poste d’eau, il permet le remplissage et l’alimentation des GV durant les phases de démarrage, d’arrêt à chaud, d’attente à chaud, de refroidissement…

APG : Collecte et traitement des purges des GV (refroidissement, détente, rejet ou traitement, rejet ou condenseur). Le rôle de APG est de collecter et de traiter les purges des GV destinées à maintenir les caractéristiques chimiques et radioactives de l’eau secondaire entre les valeurs limites permettant l’exploitation de la centrale
APG permet de combattre la corrosion des GV
Chaque GV possède 2 piquages diamétralement opposés au niveau de la plaque tubulaire
• Le débit normal d’APG est de 50 t/h
• Le contrôle continu de l’eau du secondaire est assurée par les automates du circuit d’échantillonnage (REN) : pH, conductivité, teneur en sodium et activité

VVP : Circuit de vapeur principal Le circuit VVP (vapeur principal) a pour but de diriger la vapeur produite dans les GV vers :
• Les robinets d’arrêt de la turbine (système GPV),
• Les vannes de contournement de la turbine et de décharge à l’atmosphère (GCT),
• Les turbines d’entraînement des turbo-pompes alimentaires (APP),
• La turbine de la turbo-pompe de secours ASG 003 PO (ASG),
• L’alimentation des boîtes étanches de la turbine (CET),
• Le dégazage du condenseur (CVI 900), (ADG1300)
• Les éjecteurs de mise sous vide (CVI),
• Le transformateur de vapeur (STR).
Il existe deux groupes de soupape de sûreté sur la ligne vapeur VVP :
• 3 soupapes mécaniques tarées à 76,6 bar (900)- 92,6 bar (1300)
• 4 soupapes mécaniques tarées à 76,6 bar (900)- 90,6 bar (1300)",
GV Liaison autres circuits 2/3,Fonctionnement,"GV Liaison autres circuits 2/2 : 
Le circuit GCT (Contournement Global Turbine, décharge à l’atmosphère) permet de maintenir dans les GV une circulation de vapeur suffisante afin
d’évacuer les calories du circuit primaire. Il est utilisé lors de baisses brutales de charge de la turbine ou pendant les périodes d’arrêt de celle-ci. Dans ce cas la vapeur est envoyée :
• Soit au condenseur : GCT Condenseur
• Soit à l’atmosphère : GCT Atmosphère

Le circuit ARE (Régulation du débit d’eau alimentaire) a pour rôle de maintenir le niveau de l’eau dans le GV à une valeur de consigne programmée en fonction de la charge du groupe turbo - alternateur",
GV Liaison autres circuits 3/3 schéma,Fonctionnement,,
GV Masse d'eau,Fonctionnement,"Masse d'eau dans les GV : 
La masse d'eau dans les GV diminue quand la charge augmente. En effet, à basse charge, l'eau se vaporise plus tard dans le faisceau. Entre 9 et 100% Pn, la différence est de 150 tonnes pour les 4 GV (N4). A 100% Pn : environ 70 tonnes d'eau dans un GV.",
GV N4,Fonctionnement,"Spécificités N4 : Afin d’améliorer son rendement, le générateur de vapeur N4 possède un économiseur. Ce système a pour but de guider l’eau ARE vers le côté froid du GV afin d’extraire le plus de chaleur possible à l’eau primaire avant qu’elle quitte les épingle. Technologiquement, cette fonction est assurée par une cloison, un canal de descente et un demi tore d’alimentation (voir ci-dessous). Aussi, l’alimentation en eau par ASG se fait, sur les GV N4, par un tore dédié contrarement aux autres paliers.",
GV tape,Matériels,"GV tape : Bouchon d'obturation, dont le rôle est d'isoler du circuit primaire la boite à eau équipant les générateurs de vapeurs.",
GV Taux de recirculation,Fonctionnement,"Taux de recirculation : 
Le phénomène de recirculation est le re-mélange de l'eau issue des cyclones et des sécheurs avec l'eau dans l'économiseur. La majorité (90%) de l'eau de recirculation retombe dans le côté chaud du faisceau tubulaire. Le reste retombe dans la jupe côté froid, avant de rejoindre la zone de mélange côté chaud.
Le taux de recirculation est défini par R=(Qa+Qr)/Qv
Qa : débit d'eau alimentaire (ARE ou ASG)
Qr : débit de recirculation
Qv : débit vapeur issue du GV.
Le taux de recirculation décroît avec la charge, et varie plus rapidement à basse charge, où il y a plus de recirculation car l'eau chaude est moins chaude qu'à charge élevée.
En régime établi Qa = Qv d'où R=1 + Qr/Qv
R est l'image du nombre de tours effectués dans le GV par une gouttelette d'eau avant de se vaporiser.
A 100 % Pn, le taux de recirculation R est de 3,2 dans le N4 (4,3 dans le 1 300 MW et 4 dans le 900).
Le taux de recirculation dépend de la charge, il diminue quand la charge augmente.
A basse charge, il y a moins de bulles de vapeur dans la zone chauffante, car l'échange est plus faible Þ on sépare donc plus d'eau.",
GV Taux de vide,Fonctionnement,"Le taux de vide : joue un rôle essentiel sur le comportement dynamique du GV. En effet, les pertes de charge constituant le DP résistant sont essentiellement dues à la vapeur, car les pertes de charge sont proportionnelles au carré de la vitesse du fluide et la vitesse de la vapeur est très supérieure à celle de l'eau. Le DP résistant est donc lié au taux de vide. Une variation du taux de vide engendrera ainsi une variation du niveau d'eau dans l'espace annulaire (l'écoulement de l'eau dans l'espace annulaire sera facilité ou freiné).
D'autre part, le taux de vide variant plus vite à faible charge qu'à charge élevée, les phénomènes dynamiques sur le niveau GV sont accentués à basse charge.
Sur le graphe on voit que pour une variation de 10 % de charge, la variation de volume occupée par la vapeur sera beaucoup plus importante à 5 % Pn qu'à 50 % Pn.",
GV Titre,Fonctionnement,"GV Titre : C'est le rapport de la masse de vapeur / masse totale eau + vapeur 
L'eau alimentaire se mélange à la sortie du tore avec l'eau de drainage des équipements de séparation et de séchage. Le niveau normal de l'eau se trouve au-dessus des J-tubes, à la hauteur des hélices des séparateurs. Le mélange descend dans l'espace annulaire entre l'enveloppe extérieure et la jupe, et remonte le long du faisceau tubulaire, ou il atteint les conditions de saturation, à environ 13% de la hauteur des tubes (à charge nominale).
A cette hauteur, on a donc x = 0 
En haut du faisceau x = 0,25 (à 100 % Pn).",
GV Tores ARE et ASG,Matériels,GV Tores ARE et ASG : voir Tores,
GV Transitoires,Fonctionnement,"Transitoires GV : Quel que soit le paramètre initiateur, les transitoires sont plus marqués à faible charge qu'à forte charge (en raison de l'évolution du taux de vide).
La variation de paramètres tels que débit d'eau, vapeur, puissance primaire, température de l'eau alimentaire ont une influence sur le niveau GV. Afin de garantir de ne pas avoir un niveau trop élevé (pour la turbine) ni trop bas (épingles noyées), il est nécessaire de réguler le niveau GV.",
GV Transitoires evolution températures,Fonctionnement,,
GV Economiseur,Matériels,"GV Economiseur : L'économiseur est un volume d'échange délimité par la jupe de la colonne d'amenée (pour la partie cylindrique) et la plaque de séparation médiane.
L'économiseur n'est alimenté que par de l'eau ARE via la colonne d'amenée, elle-même alimentée par le tore et les ""J"" tubes en crosse. L'eau ARE pénètre dans la zone d'échange au niveau de la plaque tubulaire du GV puis remonte le long des tubes en U du primaire pour atteindre en sortie de l'économiseur la température de saturation.",
GV séparateur à cyclone et sécheurs,Matériels,,
GV supportage,Divers,,
GW,Sigles US,GW : Gas Waste - Effluent Gazeux.,
GW,Physique,GW : gigawatts (GW).,
GW,Sygma,GW : Radier (Sygma).,
GWL,Sigles US,GWL : Radier (bigramme SYGMA).,
GWDS,Sigles US,GWDS : Gas Waste Disposal System - Traitement des effluents gazeux.,
GWPS,Sigles US,GWPS : Gas Waste Procesing System - Circuit de traitement des effluents gazeux (EDF REP = TEG).,
